category,pos_group,lemma,token_count,cat_total,all_total,V,p_in_cat,lemma_total,p_in_all,distinctiveness
AUTHORSHIP,VERB,create,310,3880,11497,130,0.07870722433460076,310,0.026855215360664243,1.0752749043624465
AUTHORSHIP,VERB,draft,62,3880,11497,130,0.015842839036755388,62,0.005405639162774607,1.0752749043624465
AUTHORSHIP,VERB,produce,60,3880,11497,130,0.015335868187579213,60,0.005232658709565819,1.0752749043624465
AUTHORSHIP,VERB,publish,25,3880,11497,130,0.006463878326996198,25,0.0022055007784120392,1.0752749043624465
AUTHORSHIP,VERB,record,17,3880,11497,130,0.004435994930291508,17,0.0015135789655768897,1.0752749043624465
AUTHORSHIP,VERB,suggest,29,3880,11497,130,0.007477820025348542,29,0.002551461684829614,1.0752749043624465
CONTROL,NOUN,decision,80,1006,11497,130,0.07516339869281045,80,0.006962463241653693,2.379131067194673
CONTROL,NOUN,track,28,1006,11497,130,0.02661064425770308,28,0.0024649714582252206,2.379131067194673
CONTROL,NOUN,control,37,1006,11497,130,0.0350140056022409,37,0.003243383497664764,2.3791310671946726
CONTROL,NOUN,direction,37,1006,11497,130,0.0350140056022409,37,0.003243383497664764,2.3791310671946726
CONTROL,NOUN,editing,91,1006,11497,130,0.08543417366946779,91,0.007913855734302025,2.3791310671946726
CONTROL,NOUN,feedback,53,1006,11497,130,0.049953314659197015,53,0.004627227123335063,2.3791310671946726
CONTROL,VERB,choose,20,1006,11497,130,0.019140989729225025,20,0.0017730496453900709,2.379131067194673
CONTROL,VERB,decide,29,1006,11497,130,0.027544351073762838,29,0.002551461684829614,2.379131067194673
CONTROL,VERB,drive,58,1006,11497,130,0.0546218487394958,58,0.005059678256357032,2.379131067194673
CONTROL,VERB,guide,20,1006,11497,130,0.019140989729225025,20,0.0017730496453900709,2.379131067194673
CONTROL,VERB,keep,79,1006,11497,130,0.0742296918767507,79,0.006875973015049299,2.379131067194673
CONTROL,VERB,lead,30,1006,11497,130,0.028478057889822595,30,0.002637951911434008,2.379131067194673
CONTROL,VERB,allow,49,1006,11497,130,0.046218487394957986,49,0.004281266216917488,2.3791310671946726
CONTROL,VERB,check,61,1006,11497,130,0.05742296918767507,61,0.005319148936170213,2.3791310671946726
CONTROL,VERB,edit,103,1006,11497,130,0.09663865546218488,103,0.008951738453554748,2.3791310671946726
CONTROL,VERB,follow,27,1006,11497,130,0.025676937441643323,27,0.0023784812316208267,2.3791310671946726
CONTROL,VERB,let,73,1006,11497,130,0.06862745098039216,73,0.006357031655422937,2.3791310671946726
CONTROL,VERB,lose,33,1006,11497,130,0.03127917833800187,33,0.002897422591247189,2.3791310671946726
IDEATION,NOUN,stage,42,1619,11497,130,0.025237529691211402,42,0.0036758346306867322,1.9265519428401499
IDEATION,NOUN,thinking,18,1619,11497,130,0.010985748218527316,18,0.0016000691921812834,1.9265519428401499
IDEATION,NOUN,thought,27,1619,11497,130,0.016330166270783847,27,0.0023784812316208267,1.9265519428401499
IDEATION,NOUN,brainstorming,53,1619,11497,130,0.03176959619952494,53,0.004627227123335063,1.9265519428401494
IDEATION,NOUN,concept,59,1619,11497,130,0.03533254156769596,59,0.005146168482961426,1.9265519428401494
IDEATION,NOUN,creativity,50,1619,11497,130,0.02998812351543943,50,0.004367756443521882,1.9265519428401494
IDEATION,NOUN,idea,440,1619,11497,130,0.26157957244655583,440,0.038098944819235425,1.9265519428401494
IDEATION,NOUN,inspiration,45,1619,11497,130,0.027019002375296912,45,0.003935305310499913,1.9265519428401494
IDEATION,NOUN,mind,34,1619,11497,130,0.020486935866983372,34,0.002983912817851583,1.9265519428401494
IDEATION,NOUN,planning,23,1619,11497,130,0.013954869358669833,23,0.0020325203252032522,1.926551942840149
IDEATION,NOUN,suggestion,64,1619,11497,130,0.03830166270783848,64,0.005578619615983394,1.926551942840149
IDEATION,VERB,explore,17,1619,11497,130,0.010391923990498812,17,0.0015135789655768897,1.9265519428401499
IDEATION,VERB,figure,24,1619,11497,130,0.014548693586698337,24,0.0021190105518076457,1.9265519428401499
IDEATION,VERB,brainstorm,50,1619,11497,130,0.02998812351543943,50,0.004367756443521882,1.9265519428401494
IDEATION,VERB,develop,38,1619,11497,130,0.022862232779097387,38,0.003329873724269158,1.9265519428401494
IDEATION,VERB,think,394,1619,11497,130,0.23426365795724466,394,0.034120394395433316,1.9265519428401494
IDEATION,VERB,identify,19,1619,11497,130,0.01157957244655582,19,0.0016865594187856772,1.926551942840149
IDEATION,VERB,imagine,19,1619,11497,130,0.01157957244655582,19,0.0016865594187856772,1.926551942840149
IDEATION,VERB,prepare,14,1619,11497,130,0.0086104513064133,14,0.0012541082857637088,1.926551942840149
IDEATION,VERB,refine,32,1619,11497,130,0.019299287410926364,32,0.0028109323646427955,1.926551942840149
IDEATION,VERB,research,157,1619,11497,130,0.09352731591448932,157,0.013622210690192009,1.926551942840149
